x,ULA,dilation,tempering,diffusion,daz
-2.6193266,0.018687112,0.016903156,0.01244935,0.005342919,0.0071256766
-2.5630763,0.04716291,0.05337861,0.030234264,0.014247844,0.0133607
-2.5068262,0.08987649,0.07739899,0.055133075,0.020481275,0.025830686
-2.4505758,0.17174345,0.16458336,0.096927084,0.06055308,0.054333284
-2.3943257,0.30967215,0.28023654,0.15828459,0.10685838,0.09352451
-2.3380754,0.47340882,0.50620717,0.24809882,0.15761678,0.14340486
-2.2818253,0.7732938,0.7535281,0.3983809,0.21282718,0.24405545
-2.225575,1.0651654,1.126284,0.5753378,0.31077978,0.34648603
-2.1693249,1.3944144,1.368266,0.72473,0.44880518,0.43199414
-2.1130745,1.6934154,1.6698611,0.8839076,0.5334037,0.51750445
-2.0568244,1.8535913,1.8815961,0.9185881,0.5663518,0.5727287
-2.000574,1.960367,1.9607661,1.0475239,0.6527266,0.62616885
-1.944324,1.9132082,1.8967161,1.0555294,0.60197014,0.61815375
-1.8880737,1.7361252,1.660961,0.884795,0.5031259,0.53977114
-1.8318236,1.3908579,1.3753861,0.7611905,0.45414907,0.4132901
-1.7755733,1.0660576,1.0471083,0.5877884,0.32413778,0.33757964
-1.7193232,0.74214685,0.71527195,0.3672566,0.2528987,0.23069426
-1.6630728,0.4769673,0.4839651,0.24543057,0.17809767,0.14874882
-1.6068227,0.2918755,0.29358175,0.1600634,0.09528226,0.09708755
-1.5505724,0.14949721,0.17170084,0.079142466,0.052538816,0.04720771
-1.4943223,0.08364725,0.07561955,0.03823737,0.02760514,0.0311749
-1.438072,0.043603353,0.04181316,0.024009513,0.007123907,0.008016403
-1.3818219,0.018687151,0.014234267,0.011560136,0.00534293,0.004453557
-1.3255715,0.0124581,0.008006775,0.0026677235,0.00534293,0.00089071144
-1.2693214,0.0,0.0035585668,0.0008892412,0.0008904884,0.0017814229
-1.2130711,0.0,0.0008896417,0.0,0.0,0.0
-1.156821,0.00088986434,0.0017792834,0.0,0.0,0.0
-1.1005707,0.0,0.0,0.0,0.0,0.0
-1.0443206,0.0,0.0,0.0,0.0,0.0
-0.9880703,0.0,0.0,0.0,0.0,0.0
-0.9318201,0.0,0.0,0.0,0.0,0.0
-0.8755699,0.0,0.0,0.0,0.0,0.0
-0.81931967,0.0,0.0,0.0,0.0,0.0
-0.76306945,0.0,0.0,0.0,0.0,0.0
-0.70681924,0.0,0.0,0.0,0.0,0.0
-0.650569,0.0,0.0,0.0,0.0,0.0
-0.5943188,0.0,0.0,0.0,0.0,0.0
-0.5380686,0.0,0.0,0.0,0.0,0.0
-0.48181838,0.0,0.0,0.0,0.0,0.0
-0.42556816,0.0,0.0,0.0,0.0008904884,0.0
-0.36931795,0.0,0.0,0.0035569647,0.0008904884,0.0026721344
-0.31306773,0.0,0.0,0.011560136,0.014247814,0.016032806
-0.25681752,0.0,0.0,0.078253224,0.06589614,0.06680336
-0.2005673,0.0,0.00533785,0.29433882,0.2226221,0.20931719
-0.14431709,0.00088986434,0.013344625,0.6286936,0.5200452,0.5192848
-0.088066876,0.0,0.015123909,1.1880262,0.9474796,0.95038915
-0.03181666,0.0,0.030247819,1.5419443,1.2573696,1.271936
0.024433553,0.0,0.027578892,1.5828494,1.2920986,1.287078
0.08068377,0.0,0.018682474,1.2120357,0.96707034,0.96553123
0.13693398,0.0,0.0106757,0.65092456,0.6001892,0.5780717
0.1931842,0.0,0.006227492,0.29878506,0.24043187,0.22356857
0.24943441,0.0,0.0008896417,0.10137349,0.07034858,0.078382604
0.30568463,0.0,0.0,0.025787994,0.019590745,0.014251383
0.36193484,0.0,0.0,0.0026677235,0.00534293,0.0026721344
0.41818506,0.0,0.0,0.0,0.0,0.0
0.47443527,0.0,0.0,0.0,0.0,0.0
0.5306855,0.0,0.0,0.0,0.0,0.0
0.5869357,0.0,0.0,0.0,0.0,0.0
0.6431859,0.0,0.0,0.0,0.0,0.0
0.6994361,0.0,0.0,0.0,0.0,0.0
0.75568634,0.0,0.0,0.0,0.0,0.0
0.81193656,0.0,0.0,0.0,0.0,0.0
0.8681868,0.0,0.0,0.0,0.0,0.00089071144
0.924437,0.0,0.0,0.0,0.0,0.00089071144
0.9806872,0.0,0.0,0.0,0.0008904884,0.0
1.0369375,0.0,0.0,0.0008892412,0.002671465,0.0026721344
1.0931876,0.0,0.0,0.0,0.002671465,0.005344269
1.1494379,0.0,0.0,0.0017784823,0.007123907,0.005344269
1.205688,0.0,0.0,0.0008892412,0.014247814,0.014251383
1.2619383,0.0,0.0,0.0035569647,0.020481233,0.027612055
1.3181884,0.0,0.0,0.0035569647,0.031167094,0.032956325
1.3744388,0.0,0.0,0.005335447,0.06322467,0.060568377
1.4306889,0.0,0.0,0.017784825,0.072129555,0.08016404
1.4869392,0.0,0.0,0.008892412,0.10596812,0.11846463
1.5431893,0.0,0.0,0.012449377,0.1300113,0.12559031
1.5994396,0.0,0.0,0.021341788,0.17275475,0.1870494
1.6556897,0.0,0.0,0.031123443,0.22796503,0.22356857
1.71194,0.0,0.0,0.032012682,0.26714653,0.26988557
1.7681901,0.0,0.0,0.0453513,0.3143424,0.33757964
1.8244405,0.0,0.0,0.05157599,0.3757861,0.35450315
1.8806906,0.0,0.0,0.0604684,0.4443537,0.4257601
1.9369409,0.0,0.0,0.05157599,0.44257274,0.43912074
1.993191,0.0,0.0,0.062247016,0.4301068,0.39636743
2.0494413,0.0,0.0,0.06046827,0.4657244,0.4471362
2.1056914,0.0,0.0,0.058689795,0.41318572,0.45782474
2.1619418,0.0,0.0,0.056911558,0.35886756,0.40527457
2.2181919,0.0,0.0,0.042683665,0.3659915,0.34025252
2.2744422,0.0,0.0,0.03645881,0.27248886,0.297497
2.3306923,0.0,0.0,0.02756642,0.22618356,0.269885
2.3869426,0.0,0.0,0.031123508,0.20837472,0.21020836
2.4431927,0.0,0.0,0.015117132,0.14158794,0.16389126
2.499443,0.0,0.0,0.019563265,0.13268249,0.114010826
2.5556931,0.0,0.0,0.015117068,0.087267675,0.08728954
2.6119435,0.0,0.0,0.005335458,0.060553335,0.04275424
2.6681936,0.0,0.0,0.0008892431,0.034729123,0.03473782
2.724444,0.0,0.0,0.0044461964,0.029386053,0.025830576
2.780694,0.0,0.0,0.0026677179,0.016028756,0.015142063
2.8369443,0.0,0.0,0.0,0.006233432,0.012469986
2.8931944,0.0,0.0,0.0008892431,0.0053429413,0.0035628534
2.9494448,0.0,0.0,0.0,0.004452432,0.0
